Chavelas,Mexican,9,$$,cheap,"$8 for crab taquitos, $5 mushroom quesadilla","huitloche taco (mushroom corn truffle), taquitos de cangrejo (crispy taco rolls stuffed w/crab)",delicious,yes,,,
Citrico,Mexican,10,$,pretty cheap,"$3.5 for massive tostada, $5-6 for quesadillas, $9 cemitas. prices went up -- tostadas now $5, quesadillas $6.5. entrees are $13-17","truffle corn quesadilla, spinach and squash blossom quesadilla, beets and mole tostada, corn enquites? small plate 2nd trip: also tried octopus and shrimp tostada, duck enchiladas with mole","quesadillas were delicious, but spinach was better. loved it. not too heavy. beets and mole tostada was amazing too. corn small plate was soup and meh. octopus tostada was not bad, but it had olives. duck enchiladas with mole were good but nothing special.",CHEAA,,,http://www.citricobrooklyn.com
Delilahs,Cheesesteaks,4,$,fair,$10/cheesesteak,american with onions,"bread was a little chewy, maybe because i didn't try it until i got to yanran's 25 min later. not too much meat on it, but it wasn't bad",perhaps,,,
Mesa Coyoacan,Mexican,8,$$,average,"$6-11 an app, $13-19 entrees","mushroom sopes app, chicken mole enchiladas, dulces leches cake","all very good. these sopes were 3x the size of frontera grill (3 total), lots of mushrooms. mole was very good, but dont' think the dish was better than frontera grill b/c the chicken was a little flavorless. $11 sopes app, $14 for 3 enchiladas, $6 for cake",yes,mole,,http://www.mesacoyoacan.com
Emilias Pizza & Authentic Mexican Food,Mexican,9,$,cheap,$6.5 for a torta,al pastor torta (basically a cemita-but no watercress),"delicious! al pastor had good flavor and had actual pineapple, bread was toasted and crunchy, good flavor, good sized sandwich. owner was super friendly",yes,,,
Mu Ramen,Ramen,7,$$$,expensive,"$15-18/ramen before additions ($2 each, $4 for meat)",mu ramen with onsen tamago (slow poached egg) and corn,"oxtail and bone marrow based broth w/corned beef; noodles were thick and wavy and more undercooked to start so that they're still al dente when you finish eating, cucumbers and corn had distinct taste, broth tasted on the light side. it was different but v. good",yes,,,http://ramennyc.wix.com/popup
Taqueria Coatzingo,Mexican,10,$,fair,$7.5?for a cemita,chorizo and egg cemita,amazing. massive and messy. Get it on the way to LGA (right by bus transfer),yes!,,,
El Athens Grill,Mexican,1,$,pretty good,$2 tacos,chorizo-steak combo tacos,meat was overcooked and tacos were bit bland,probably not,,,
Tony Lukes,Cheesesteaks,10,$,fair,$10 for huge sub,chicken cheesesteak -- little nicky with spinach; roast beef italian w/spinach; cheesesteak w/american and onions,"SO GOOD. little nicky is HUGE with chicken, ham, mushrooms, cheese, didn't charge me to the spinach add for some reason :). skip the roast beef. not a big red meat eater but cheeseteak is solid",CHEAA,,,http://www.tonylukes.com
Tortilleria San Roman,Specialty Food,5,$,cheap,$1.25 for 1/2 kilo of tortillas,tortillas,pretty good. the dude handling tortillas/wrapping them also handles the money with his gloved hands and the lady stacking them from the machine doesn't wear gloves...,maybe,,,
Cafe Broder,Scandinavian,8,$$,average,$11-13/brunch entree,"baked egg scramble w/spinach, pan roasted mushrooms & herb rolled chevre, smoked trout hash, lefse special, lost eggs (ham and spinahc under parmesan)","lost eggs delicious (but really rich), really liked the smoked trout, thought the lefse special was weird combo of flavors, scramble was pretty good but nothing special",probably,,,http://www.broderpdx.com
Bent Spoon,Dessert: Ice Cream,10,$,fair,I've gotten used to the tiny scoops and tiny spoons. It's that good,"blood orange sorbet, hazelnut, dark chocolate. Basically everything",this place is amazing,CHEAA,,,http://www.thebentspoon.net/
Don Pepe,Puerto Rican,8,$$$,fair,mostly $20/entree,"chicken and rice w/sweet plantain, steak mofongo, red snapper stuffed w/crab w/coconut rice","red snapper + coconut rice was great, mofongo was great, chicken and rice was meh, plantains were good. This restaurant is nice",yes!,,,
Kasalta,Dessert,1,$,cheap,$2-4 each,"two napoleon like things, fruit tart, pineapple and guava stuffed pastries. obama came here",only the fruit tart was half decent. don't get the hype. napoleons were soft and not crunchy,no,,,http://www.kasalta.com/
La B de Burro,Mexican,7,$$,ok,$8-10/entree,"fish quesadilla, ceviche, fish taco, carnitas tostada, carnitas chile con china?","ceviche was the best i've ever had (big chunks of fish and very fresh), fish quesadilla was not bad but couldn't taste the fish, fish taco had lots of fish and solid, carnitas chile con china was like hongshaorou, both were solid, but nothing special",yes,ceviche,,
Luquillo Beach BBQ Kiosk 25,BBQ,6,$$,,$8/app and $15/entree,"pig wings w/mac and cheese, pork arepa, chicken mofongo","arepa was delicious (arepa but bbq pork w/slaw) but came on the thickest deep fried bun (but did have a great crunch), ribs (pig wings) were good, mofongo was not bad but the chicken was weird. Complete dive bar feel",wouldn't be against it,,,http://www.yelp.com/biz/luquillo-beach-bbq-luquillo
El Terruno,Puerto Rican,8,$$$,fair,,"red snapper stuffed with seafood, lobster stuffed with seafood, seafood mofongo, grouper ceviche","ceviche was solid, but nothing amazing. mofongo was delicious, as was the lobster dish (reasonably priced)",yes,,,
Taco Chukis,Mexican,8,$,cheap,"$3.3 for a baby burrito, $3.70? for quesadilla, $1.90/taco","steak quesadilla, adobada quesadilla, chicken/steak/chuki tacos","loved the steak quesadilla (like a taco with cheese, ie salsa), good crunch on the taco/quesadilla wrappers, steak taco was really good, chicken bit bland and dry, chuki taco couldn't taste the meat but i liked the pineapple",yes,,,http://www.fathappyandcheap.com/
Taqueria La Fondita #2,Mexican,1,$,so cheap,"$1.25/taco ($1.35 for fish), $1.99/special burrito","special burrito, fish/lengua/cabeza/chicken/pork tacos","burrito was disappointing (just chicken and rice), tortilla was a bit dry/soggy, cabeza bit fatty, chicken tacos not bad. not enough salsa",no,,,
Bi-Rite Creamery,Dessert: Ice Cream,8,$,good,$3 for a small i think,hazelnut with askinosie cocoa nibs and ricanelas (cinnamon with snickerdoodles); salted caramel,hazelnut was perfectly hazelnutty-loved the crunch. ricanelas had great cinnamon flavor. salted caramel too sweet,yes,,,http://www.biritemarket.com/
Delicious Dim Sum,Chinese: Dim Sum,8,$,cheaaappp,$1.80 a portion?,"chives dumplings, shrimp dumplings, shumai, bbq pork buns","bbq pork buns have little filling, shrimp flavor doesn't seem as strong as good mong",wouldn't be against it,,,http://www.deliciouscatering.com
Tacos El Ojo de Agua,Mexican,6,$,pretty good,$6/burrito,chorizo and egg breakfast burrito,"big, but not v. thick. pretty good but i wish there were more egg. v. filling",wouldn't be against it,,,http://www.yelp.com/biz/el-ojo-de-agua-san-francisco-3
Good Mong Kok Bakery,Chinese: Dim Sum,10,$,cheaaappp,$1.60 a portion?,"chives dumplings, shrimp dumplings, shumai","chives dumplings better than delicious dim sum, everything else about the same. supposedly bbq pork buns better than delicious dim sum",yesssss,,,http://www.goodmongkokbakery.com/
Tacos Guadalajara Taco Truck,Mexican,8,$,not bad,$2/taco,steak taco,on point. mmm i want another,yes,,,http://www.elagavero.com/TACOTRUCK.html
Mandalay,Burmese,10,$$,fair,$16-17/entree,"tea leaf salad, pork in pumpkin curry, burmese beef curry, mandalay noodles (2)","tea leaf salad blew my mind...so crunchy. beef curry was delicious--strong flavor rel to pork in pumpkin. pork in pumpkin least fav but still relaly good--seemed less flavorful b/c it came after beef curry. noodles portion not that big for 3, ie too tasty. don't know how to describe the noodles or salad but they were both amazing--noodles had slight coconut taste?",CHEAA,,,http://www.mandalaysf.com
Sanraku,Japanese,4,$$,average,"$5-7 for tiny apps, $14-19 for entrees",Arajiru - Japanese bouillabaisse and grilled squid,"soup was good, but tiny. squid was good. prob shoulda got sushi",doubt it,,,http://www.sanraku.com/
Tacos El Autlense,Mexican,8,$,practically free,$1.5 a taco...,"lengue (beef tongue), chicken, carnitas, steak",sooo fresh and tasty,yes,,,
Beijing Restaurant,Chinese,10,$$,good deal,,"hot pot, guda (better than dad's),",ALL SO GOOD. SO AUTHENTIC. Went here twice with mom in a week and it took like an hour to get here too,CHEAA,,,http://beijingrestaurant.us/
Gnarly Barley,Sports Bar,5,$$,not cheap,"$3 beer specials, $7 beers, $3-4 tacos","chicken, brisket taco, gnarBQ taco","liked chicken taco best. others weren't bad, good size, but nothing special. gnarBQ was really wet. has nice outdoor seating",unlikely,,,http://www.thegnarlybarley.com/
Vivo Italian Kitchen,Italian,8,$$,good,$15ish for pasta,"sausage ragu, tri color fettucine","loved the sausage ragu--pasta was delicious, sausage had great flavor. tricolor fettucine was ok-wouldn't get again. great service, huge portions if you don't get the seafood pasta",yes,,,
Doc Bs Fresh Kitchen,American (New),8,$$$,fair,"$15-18/sandwich, big entres are $20s, $28/ribs","candied bacon, baked polenta fries, The #1 Tuna Salad, danish bbq ribs, wok out bowl w/sesame teriyaki, tennesse hot chicken","OMG FREE CANDIED BACON AT THE BAR. all was delicious. loved the wok bowl, ribs were fall off the bone (slaw was meh). huge portions",,,,
"Joe's Seafood, Prime Steak & Stone Crab",American,7,$$$$$$,i don't even want to know,i have no idea. just mad expensive,"apps: mac and cheese, green beans, calamari, stuffed mushrooms, sea bass, every dessert/pie (PB, key lime, chocolate, apple, tres leches",liked the apps better. sea bass was well cooked but flavoring was weird and underwhelming. it was literally a piece of seabass with 3 pieces of bok choi lol. all the pies were amazing,if im not paying.,,,
Cemitas Puebla,Mexican,3,$,pricey,"$8-10/sandwich, $3-4/ tacos","arabe cemita, cecina (smoked steak) taco, mexican rice crispy","sandwich was more liek a torta -- meat had good flavor, but bit slim on the filling, no beans, lettuce, tomato; bread was v. good. tacos were some of the worst ever--v. little filling, tortilla was store bought and dry, meat was kind of dry. mexican rice crispy was pretty good",,,,
IchiUmi,Buffet,7,$$$,fair,"$19/weekday lunch, $25/person for weekend lunch, $35/weekday dinner","fish, ribs, swordfish on a stick, sushi","everything tastes delicious if you're starving...hard to tell how good it is, but there's a wide assortment of seafood",,,,
Burma Superstar,Burmese,7,$$$,decent,$12-16/entree,"tea leaf salad, pork curry w/potatoes, Vegetarian Samusa Soup (samusas, broken up falafels, lentils, cabbage, and onions.), Nan Pia Dok (coconut chicken curry flat flour noodles, not available vegetarian) Flat flour noodles with a chicken coconut curry sauce, string beans, split yellow pea, cabbage, and chilies; platha, coconut rice","Good, but go to Mandalay instead. tea leaf salad was good but had lettuce in it when mandalay didn't...pork curry was delicious--pork perfectly cooked w/great flavor. soup was good, noodles had good flavor like mandalay, but noodles were overcooked and not as good.",probly not,,,
Cafe Bunn Mi,Vietnamese,7,$$,pricey,$7-8/banh mi,crispy duck banh mi,"pretty good--bit on the small side, but duck had good flavor, bread was crunchy, wouldn't go out of the way for it tho",,,,
Ranch 99,Asian,7,$$,decent,$2.8 for dim sum (3 piece),shrimp dumplings,delicious and quite filling,"only if in the area, they're not that good",,,
Masala Grill,Indian,6,$$,pricey,,"chicken masala, naan","nothing special, but not bad. go if you want indian",maybe,,,
Nomad Pizza,Pizza: Neopolitan,10,$$,fair,$12-14/pizza,"mushroom, margherita",i'd go to forbes for an event just for the pizza,yes,,,
Blue Point Grill,Seafood,7,$$$,pricey,,grilled fish,"for when the parentals are in town. nothing stood out, but it's solid",maybe,,,
Olives,Mediterranean,6,$$,decent,,various hot bar entres and salads. i like the curry chicken salad.,"lots of options, and nothing stands out, but nothing is horrible. solid food at tolerable prices. they'll let you taste it",convenient,,,
PJs House of Pancakes,American,2,$$,expensive,$12? for pancakes,pancakes,"an establishment with shitty overpriced pancakes -- go to frist in the morning, where the pancakes are cheap and great",no,,,
Thomas Sweets,Dessert: Ice Cream,6,$,fair,,something w/a mix-in,"solid ice cream that has mix-ins, but nothing super special. huge servings for the price, bit too sweet for me",probly not,,,
House of Cupcakes,Dessert,2,$,pricey,,whatever ones I got for free,dry and just taste like sugar. go to bent spoon. i don't know how they were on food network,hell no,,,
Tiger Noodles,Chinese,5,$$,fair,,HK pan fried seafood noodles,"nothing special, but fixes any chinese cravings",only for nostalgia,,,
Marlowe,American (New),8,$$$,pricey,"$10-14/apps, $14 burger, $20 entrees","smoked salmon crepe, burger + fries","delicious. burger was cooked perfectly and tons of flavor. fries were super crunchy--im a fan. smoked salmon crepe was surprisingly delicious, glad we didnt get the brussel sprout chips. burger is the only thing that didn't seem ridiculously priced",,,,
Ramen Dojo,Ramen,10,$$,pricey,"$12/ramen, $1.5 to 3 for toppings","mild spicy w/bamboo shoots, corn, roasted seaweed",perfectly cooked noodles and pork. i accidentally drank the entire broth and didn't feel sick later. toppings are expensive but decent amount. bamboo shoots are expensive but delicious. might skip the corn and go extra meat next time. seaweed comes w/5 sheets -- can split it w/friends. considering getting more eggs next time,yes,,,
La Casita Chilanga,Mexican,7,$,cheap,$7-8/giant torta,chorizo and egg torta (this one was basically a cemita),"bread was crunchy but soft. would have liked more egg and cheese, but delicious nonetheless",probly,,,
Orenchi Ramen,Ramen,8,$$,decent,$10.5/$13 large orenchi,"takoyaki, fried chicken, orenchi ramen","fried chicken was fantastic. takoyaki was a little too doughy. ramen was perfectly cooked. meat was good, egg was better than ramen dojo, but broth and ramen were a bit one dimensional? (altho still really good). comes w/green onions, bamboo shoots, slow boiled egg, mushroom, seaweed. larger variety on add-ins, but not that much of each topping--ramen dojo had more topping/serving but fewer variety",if in the area,,,
Mandarin Roots,Chinese,0,$$$,robbery,"$38 for duck, $15/fried rice, $10+ apps, $20 entrees","hong kong seafood fried noodles, pork belly quesadilla, green beans, peking duck","paid $24/person and only reason I didn't leave hungry was 5+ cups of water. pork belly quesadilla was pure grease w/no flavor or meat. green beans tasted worse than bad chinese food and tiny portions. hong kong seafood noodles were pretty good but not worth $20 (too much corn starch), duck was pretty good but super tiny portioned (extra buns were $0.50 each!), tea was $3/pot.",not even if it were free,,,
So Gong Dong Tofu House,Korean,9,$$,decent,$13/tofu soup,spicy (2nd highest spiciness level) seafood tofu soup,"pretty spicy, really good flavor. banchan were great too and they had red rice",yes,,,
DragonEats,Vietnamese,9,$,pricey,$7-8/sandwich,"5 spice chicken banh mi, hold the pate","delicious. not as good as banh mi saigon b/c 30% smaller and $2 more expensive, but bread was superior and great taste",yes!,,,
Smitten Ice Cream,Dessert: Ice Cream,7,$,tolerable,$5/small,cookie dough w/pretzel,"2 scoops for $5. good but nothing mind blowing, tasted like ice cream. strawberry white basalmic was out. they only have 4 flavors, doesn't look like you can taste. can't mix flavors",maybe,,,
Google,Buffet,9,$,FREEEEE,FREEEEEE,FIND A FRIEND.,"the coffee lab is awesome, taco pizza. 10 because it's free with solid food",,,,
Toma,Mexican,3,$,pricey,$3/taco,"chicken taco, mushroom taco","mushroom taco was flavorless. tortillas are thick and fresh made, pretty decent in size, but not that that flavorful",no,,,
Ler Ros Thai,Thai,10,$$,tolerable,$10-12/entree,"red curry with chicken, pad see ew with shrimp","awesome flavors. they have brown rice! red curry was a little spicy but nothing unbearable. chicken wasn't the most tender, good amount of large shrimp.",yesssss,,,
Ramen Parlor,Ramen,10,$$,fair,$13/bowl,lobster garlic pork ramen,"comes with half a soft shell crab! broth at ramen dojo has more depth, but the soft shell crab and pork in the lobster broth is awesome. can't decide which is better, matter of mood",yes!,,,
Pancho Villa Taqueria,Mexican,7,$$,decent,$13 for shrimp + steak burrito especial. most are $8 burritos,steak and shrimp burrito especial (guac + salsa),"massive and pretty good (steak and shrimp full of flavor), just a bit pricey. can't give it an 8 b/c it's pricey, can't give it a 6 b/c there's a yelp deal--$2 off super burrito or $7/$10.",probly,,,
Mezzaluna,Italian,6,$$,not cheap,"$17-20/pasta, $14 for sad looking pizzas","Linguine della baia (seafood linguine). calamari, roasted vegetables, corkscrew special pasta","one big shrimp was a little overcooked, wasn't a big fan of the noodle texture or lackthereof. liked the tomato sauce, good amount of seafood. loved the corkscrew pasta that i tried. calamari was flavorless. glad i didn't pay for this",prob not,,,
Tin Pot Creamery,Dessert: Ice Cream,10,$,fair,$3.5/scoop,"blueberry jamble, lemon poppyseed, bbq sauce, cheesecake with apricot",one scoop is fairly big and flavors are unique and delicious. THEY ALSO HAVE BUTTERBEER FLOATS,YES!,,,
Vesta,Pizza: Neopolitan,7,$$,bit pricey,$20-22/pizza,"red: burrata pizza, white pizza: ham and spinach w/honey pizza, meatball w/jalapeno salad app, mushroom toast, charchuterie plate","ham and spinach pizza was soggy but pretty good. mushroom toast was awesome. meatball was meh, arugula salad was better. burrata pizza was ok. this restaurant is massive--quoted at least 45 min wait, maybe more and waited sub 30. ONE unisex bathroom for the entire restaurant",wouldn't be against it,,,
La Viga,Mexican,8,$$$,bit pricey,"$20-22/entree, $20 for ceviche, $5/taco","seafood paella, special of the day: trout with coconut sauce?","paella was pretty solid, trout wasn't bad but nothing special. big portions. acoustics of restaurant were horrible--couldn't hear anything",wouldn't be against it,,,
La Taqueria,Mexican,7,$$,bit pricey,$10-12/super burrito,"super burrito w/carne asada, el dorado","pico was super fresh, but tortilla wasn't crunchy enough. burrito is a bit small for the price, but prob b/c no rice",maybe,,,
Darda Seafood Restaurant,Chinese,6,$$,bit pricey,$20/person,"got the 10 person fixed menu-bing, lamb + onion, knife cut noodles, fish","noodles were good, bing was good. didn't like the lamb soup. nothing special",probly not,,,
Taste Good Beijing Restaurant,Chinese,4,$$$,expensive,"$10-14/veg dish, $20+/entree",,wasn't hungry when i went,if i'm not paying,,,
Crepevine,American,7,$$,fair,$10-12/dish,crab cake benedict,"solid. comes with potatoes, large portions. weird set -- you order at the counter and they bring it to you",wouldn't be against it,,,
Asian Box,Vietnamese,6,$$,tolerable,$10ish,"roast pork w/half noodles, half brown rice, got their classic most pop sauce","nothing special, but fast, pretty good, only about $10 and you dont feel horrible after",if in a rush and feeling cheap,,,
Hokkaido Ramen Santouka,Ramen,8,$$,fair,"$8ish/bowl, $13-15 for combo","spicy miso ramen combo with salmon and salmon roe rice bowl, comes with an egg","meat is super fatty and not anywhere near as good as ramen in san mateo or orenchi. noodles were solid, broth is solid. tried the soy sauce ramen, it's flavorless",if in the area,,,
Mochi Cream,Dessert,6,$$,pricey,"$2/mochi, $23/small cakes, $6/small slice",peach yogurt mochi,"tasted like peach and yogurt. wasn't bad, i think i just don't like mochi much",no,,,
Tacos Santiaguito,Mexican: Tacos,5,$,not bad,$2.25/taco,"steak and chorizo, pastor tacos","greasy, nothing special, but solid tacos. bit pricey for street tacos. i think they gave me the wrong thing tho?",probly not,,,
Super Duper Burger,Burgers,8,$,tolerable,"$6/burger, $3.5/garlic fries","burger was reallly really good--had a good char to it. garlic fries were ok -- garlic and parmesan seasoning was awesome, fries were kind of soft and not crunchy enough",,probly,,,
PokeLOVE,Hawaiian,5,$$,fair,$11-13/bowl,"attempted to get the same thing that i did at pokebar in LA but they didnt have everything/i think they left out a lot of stuff so hard to tell if i got it or not. At PokeBar: Medium half mixed salad, half brown rice;Seaweed salad and avocado; Tuna, salmon, octopus, double cucumber, cilantro, double pineapple, masago;Sesame shoyu sauce (soy sauce, sesame oil, ?); Little green onion, double seaweed, roasted garlic, roasted onion, get more corn, masagosalmon, tuna, octopus on half rice and salad",they need to get their shit together. took forever to order and forever to get my food.,tbd,,,
Pizzeria Delfina,Pizza: Neopolitan,8,$$,usual for neopolitan,$15-19/pizza,margherita; four cheese with added mushrooms,"love the tomato sauce, crunchiest/least soggy dough i've ever had on neopolitan. good sauce, lots of cheese, super mozzy mmm. liked the vibe of the place, has outdoor seating","probly, it's palo alto...",,,
t Galetje,Dessert: Ice Cream,10,$,so cheap,1.1 euro for as big a scoop as it gets for 1 euro,SPECULOOS ICE CREAM,AMAZING,YES,,,
The Curry Club,Indian,6,$,cheap,half the price in the US,the usual,"nothing amazing, but it was so cheap. 25% off if you pick it up",unlikely bc its in the middle of nowhere,,,
House of Thai,Thai,8,$,pretty cheap,"pork leg stew, chicken basil, shrimp pad thai","pad thai was ok, pork leg stew was awesome, chicken basil was really good. sketch location",,,,,
Hoagie Haven,Sandwiches,6,$$,tolerable,,,,,,,
Tai Pan,Chinese,5,$$,expensive,no idea,"spicy fish, giant prawn + green beans dish, peking duck, xiaolongbao, hong kong pan fried noodles w/chicken, black seasame rice cake ball, sponge cake","all pretty good, but nothing special and pretty greasy. giant shrimp w/green beans were delicious but a bit heavy. didnt like the xiaolongbao, HK pan fried noodles were weird w/o seafood, chicken chunks were huge. loved the black sesame rice ball. probly would have hated this place, but came here for team dinner",if i'm not paying,,,
Jing-Jing Szechwan & Hunan Gourmet,Chinese,0,$$,probly expensive because it's palo alto,,"green beans, fried rice, beef broccoli, honey walnut shrimp",broccoli was only thing that was edible. worst green beans i've ever had. honey walnut shrimp was terrible. shrimp was tiny and overcooked,"food was horrible and I didn't pay for it...only ate it cause I was too lazy to actually go get food on the weekend, so no",,,
El Cerrito,Mexican,8,$$,tolerable,"$11 for torta, $16 for entrees",chorizo and egg torta,"chorizo and egg wasn't on menu, but just ask for it. giving this an 8 because a good torta is hard to find. portions pretty large, torta came with soup that was pretty good",wouldn't be against it,,,
La Bodeguita Del Medio,Latin American: Cuban,6,$$$,pricey,"$14/app, $25/entree","paella, tuna special, some camarones (shrimp and toast dish)","I'd say food was a 7, but the price makes it a 6. $52 for paella that was a filling portion but kind of heavy on rice. pretty solid paella. tuna was awesome. didn't liek the shrimp app--6 shrimp for $14.",maybe,,,
Starbelly,American (New),6,$$$,pricey,"$14-17/pizza, $10-14/apps, $25/entrees","corn pizza, mushroom pizza, ricotta dumplings, starbelly salad","starbelly salad was a ripoff, pizzas were a good deal -- corn pizza was delish, mushroom was meh/kind of bland, ricotta dumplings were good but not $11 for 3 good",probly not,,,starbellysf.com
Parada 22,Latin American: Cuban,8,$$,pricey,$12/cubano,cubano,"meat is fantastic, cheese is melty. bread is soft and not crunchy, but sandwich was a 9. 8 for the price",if in the area,,,parada22.com
Izakaya Sozai,Ramen,6,$$$,pricey,"$8/small plate, $12-18/ramen, seafood","smoked shrimp tsukemen dipping noodles, nasu dengaku* (grilled Japanese eggplant sweet miso), sashmi sashmi","eggplant was awesome. wasn't a huge fan of the dipping noodles broth, nothing special about the sashimi","considering i biked here to the middle of nowhere, probly not if i'm not right nearby",,,izakayasozai.com
Golden Boy Pizza,Pizza,7,$,tolerable,$4.25/slice,clam and garlic,"really strong garlic flavor, could occassionally taste the clams, but still solid. delicious but rather doughy.",wouldn't be against it,,,goldenboypizza.com
Sushi Tomi,Japanese: Sushi,8,$$$$$$,expensive,$7-8/2 pieces,"nigiri: bluefin tuna, eel, sea urchin, shrimp, fish special, some other fihs",super fresh and good. would have skipped the fish special and just got the nigiris,if i haven't been in a while because it's $$$,,,sushitomi.com/new_english.html
Tacolicious,Mexican: Tacos,5,$$$,expensive,"$5/taco, $10-13/app","fish taco, barbacoa, chicken mole, veggie, tuna tostada, guac","tuna tostada tasted weird, big fan of the chicken mole taco, guac was good, queso was ok, veggie taco was meh, fish taco was not bad--too heavily breaded/fried, but tasted good. nothing particularly special, not worth it at $5/taco. I'd go back for the chicken mole taco at happy hour",if i'm not paying,,,http://tacolicious.com/
Ferry Plaza Farmers Market,Buffet,10,$,FREE and very expensive,FUHREEEEE,"PEACH SAMPLES!! STRAWBERRY, CHEESE AND FRUIT SAMPLES!",MMMMM. SATURDAYS 8 AM-2PM. you should bring glasses and a jacket so that you can make two rounds without people realizing you've returned. helps if you're asian,CHEAAAA,,,
Hong Kong Lounge,Chinese: Dim Sum,8,$$$,expensive,$5-6/entree,"shrimp rice noodle roll, turnip cake, siu mai, shrimp wonton soup, black sesame roll, shrimp puff, cha shao bao, veg tofu skin wrap","loved the shrimp wonton soup and shrimp rice rolls; turnip cake, cha shao bao was really good. everything else was pretty good, but wasn't a big fan. everything is super fresh and not greasy unless fried. they charge $1.50/person for tea regardless of if you want it...",if i want a sit down dim sum place,,,hongkongloungesf.com
Hong Kong Lounge II,Chinese: Dim Sum,8,$$$,expensive,$5-6/entree,"shrimp rice noodle roll, turnip cake, siu mai, shrimp wonton soup, black sesame roll, shrimp puff, cha shao bao, veg tofu skin wrap","loved the shrimp wonton soup and shrimp rice rolls; turnip cake, cha shao bao was really good. everything else was pretty good, but wasn't a big fan. everything is super fresh and not greasy unless fried. they charge $1.50/person for tea regardless of if you want it...",if i want a sit down dim sum place,,,hongkongloungesf.com
b.Patisserie,Bakery,10,$,tolerable,$3-6/pastry/dessert,"chocolate banana almond croissant, peach raspberry kouign amann, chocolate chip cookie, vanilla cassis cake","loved it all. kouign amann was really light and flaky, cake wasn't too sweet but still rich, croissant had acutal banana, choco chip cookie was really rich--great on its own bc flavor so dominant",YESSS,,,bpatisserie.com
Gooyi Gooyi,Korean,9,$$,fair,$23/meat entree,"marinated bulgolgi, marinated spicy octopus, marinated teriyaki unagi","omg delicious. loved the bulgogi, octopus and unagi were really good. pretty fair prices given the portions. Open late (usually 2 am Sat, closed Tues)",CHEAAAA,,,
Sushirrito,Japanese: Sushi,7,$$,fair,$10-13/roll,"Satori (Hiramasa Yellowtail, Cucumber, Pickled Red Onion, Sweet Corn, Ginger Guac, Red Tobiko Wasabi Mayo)","decently big, fair amount of meat, good flavor, tasted pretty fresh. i liked it",yes,,,sushirrito.com
Nola,Cajun,6,$$$,expensive,"$20-30/entree, $10-15/app, $5-6/taco","ahi taco, steak taco, mahi mahi taco, salmon taco, cornbread, cajun pasta (fusilli pasta, roma tomatoes, spinach, sweet red onion, mushroom, and corn in aspicy chipotle-cream sauce, cotija cheese)","food is pretty good. one taco was too spicy...i think it was the mahi mahi?, good vibe/environment, not worth the price tho. service was questionable...guy dropped everything",if im not paying,,,nolas.com
The Refuge,Sports Bar,9,$$,average for menlo park,"$10-17/ sandiwiches, $18 for pastrami, half is $9.50",Belgian sports bar--they have lambic but not peach :(. Got a 1/2 Toasted Slaw #19 (pastrami + slaw),pastrami sandwich was so good--seemed to be on texas toast. lots of meat--half portion more than enough.,yes!,,,http://refugesc.com/
Sunflower Vietnamese Restaurant,Vietnamese,9,$$,fair,$10-12/entree,"beef noodle soup (basically pho), beef garlic noodles","potrero hill location has far more seating/spacious than mission loc. large portions. pho was good, beef in the garlic noodles was the most tender beef i've ever had. do not bike here. potrero mountain would be a more accurate description",yes,,,
Southern Pacific Brewing,Sports Bar,6,$$,fair,"$3-5 beers, $5-6/apps","crispy brussel sprouts w/house bacon, apricot, and orange glaze; churro wrapped bacon","surprisingly cheap for SF. apps were kind of small and pricey considering the size, but space is huge and airy, has outdoor seating",wouldn't be against it,,,southernpacificbrewing.com
Little Sheep Mongolian Hot Pot,Chinese: Hot Pot,8,$$$$,pricey,"$4/veggies, $7/fish, $10-12/meats, came out to $30/person","half spicy, half not. prime lamb, fish tofu, cuttle fish, fish fillet, shrimp balls, tofu, napa cabbage, enoki mushrooms, broccoli, shittake mushrooms","fish fillet, lamb, fish tofu were amazing. cuttlefish and shrimp balls were pretty good too. would skip broccoli and shitakee mushrooms next time. broth is delicious but it's probly loaded with MSG. place is really good but pricey for hot pot...relative to DIY at home/china lol",wouldn't be against it,,,
In-N-Out,Burgers,10,$,so cheap,$3ish/everything,"cheeseburger animal style, fries animal style","cheeseburger was delicious and not so much that i felt like crap after. didn't love the fries, weren't crunchy enough. not my fav burger but it's at least 1/3 to 1/4 the price of most burgers i get",for a cheap and delicious burger,,,
Dashi,Ramen,6,$$,bit pricey,$14/bowl,"Miso ramen, shio","miso ramen was pretty good, but nothing special. shio was too salty",probly not,,,
Guasaca,Latin American,8,$,fair,"$4-5/arepa, $8/bowl","pulled pork w/plantains, caremelized onions, white cheese on yellow corn arepa; guasaca and chips",fast casual type. quite tasty,if in the area,,,
Cerritos,Mexican,7,$$,bit pricey,"$10/3 tacos, $8-9 lunch entrees",shrimp loco burrito,"free chips and salsa, shrimp burrito had fair number (6?) shrimp with veggies, rice on the side. quite tasty. menu seems to be hit or miss, but the shrimp burrito was solid",for the shrimp burrito/lunch specials only,,,
